StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q4,Q3,Q48,Q48_1,Q48_2,Q48_3,Q48_4,Q49_1,Q49_2,Q49_3,Q49_4,Q53_1,Q53_2,Q53_3,Q53_4,Q53_5,Q53_5_TEXT,Q9,Q10,Q11,Q13,Q14,Q51,Q52,Q57,Q55,Q58,Q59,Q15,Q16,Q17_First Click,Q17_Last Click,Q17_Page Submit,Q17_Click Count,Q19,Q20,Q21,Q22,Q24,Q46,Q25,Q26,Q27,Q28,Q29
2022-09-23 10:14:35,2022-09-23 15:14:08,IP Address,165.124.85.149,62,17973,False,2022-09-30 15:14:09,R_1LNoxW1bXXR9ij2,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",qwrbqefbadfad,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,Once a month,asdf,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,,,,,,,,,,,,,,,
2022-09-23 10:10:33,2022-09-23 23:15:39,IP Address,24.219.47.72,62,47105,False,2022-09-30 23:15:41,R_xsjVhQLew2cZoDn,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",jasonhtchen,2-3 times per week,Once a week,Once a week,Once a week,2-3 times per week,Once a week,Once a week,Once a week,Less than once a month,Once a week,2-3 times per week,Once a week,Less than once a month,,"Everyones prepare their part of the work. Be on time when discussing homework, assignments or topics. Wiling to share ideas, and give feedbacks when others are sharing their thoughts. Even if something unexpected happen, everyone can take responsiblity to deal with it. ","Only focus on one's own work. Not participate group discussion. Not reply other's messages. ","Give the person who don't show up the minimum work, and tell the TA what is happening in the group. Might try to discuss with other members to ease the memeber who is not participating.",What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,,,,,,,,,,,,,,,
2022-09-20 21:00:30,2022-09-24 10:15:15,IP Address,24.12.195.105,97,306885,False,2022-10-01 10:15:26,R_1KsbJPldxvVLd4I,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",H.O.D,Less than once a month,Less than once a month,Once a week,Less than once a month,At least daily,Less than once a month,Less than once a month,Less than once a month,At least daily,Once a week,Once a week,Less than once a month,Less than once a month,,A good collaboration is one that I don't have to think too hard on whether I should do it or if i am better off on my own. It needs a fair share of give and take from both parties.,"Only one side contributing, conflicting schedules, lack of proper communication",I always try to voice out my concerns and to listen to the other person as well.,That collaboration is one of the best and fastest ways of learning. That collaboration best happens when everyone thinks that the system is great.,be open minded and get yourself out there as much as possible. Look for a group/ platform that works for you and be consistent with it,How much do they contribute in reference to others,The results that the group produces at the end,Constant back and forth between various individuals in the group and everyone participating,To gauge the level of interaction and involvement by the group members,The results that the group produces at the end,To try and make some improvements on the collaboration,"I would want to learn to collaborate in real time, from any location in the world",None,189.451,189.451,356.646,1,The data capture platform uses words and audio to analyse collaboration in a team,Agree,Agree,,Disagree,Disagree,Disagree,Disagree,No,,Yes
2022-09-23 10:11:12,2022-09-24 16:53:54,IP Address,99.135.136.11,33,110562,False,2022-10-01 16:53:58,R_1HiYc1s9NaUDUFd,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Fall,Once a week,Once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Less than once a month,Once a week,Less than once a month,Once a month,Less than once a month,Less than once a month,,"A good collaboration is when everyone takes responsibility for moving towards a unanimous end goal. ","When people are not working for the same goal and have different interests. ","I try to open a discussion and find a way to bring the team together by sharing different viewpoints and finding a middle ground. ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-23 10:11:58,2022-09-25 09:55:05,IP Address,108.208.103.45,23,171787,False,2022-10-02 09:55:06,R_pnl6Y1zWvO0zNXb,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",T,At least daily,At least daily,2-3 times per week,Once every few weeks,At least daily,At least daily,At least daily,At least daily,2-3 times per week,2-3 times per week,2-3 times per week,2-3 times per week,2-3 times per week,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-22 10:16:14,2022-09-25 12:30:55,IP Address,98.63.16.206,33,267280,False,2022-10-02 12:31:01,R_2QheVLXH1GPtEah,,,,,,,anonymous,EN,I am an undergraduate student,Fourth Year,"Yes, I am a Northwestern student",Willie,At least daily,Once every few weeks,Once every few weeks,Less than once a month,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,Once a week,2-3 times per week,Once a week,Less than once a month,,"Everyone participating equally, and putting in their best effort is a good collaboration. ","People disagreeing or people not speaking up is usually detrimental to collaboration. ","I make more check-ins with the group to ensure that everyone has a space to speak up about group dynamics issues. ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 12:39:14,2022-09-25 14:39:37,IP Address,165.124.85.80,62,352823,False,2022-10-02 14:39:41,R_2uVywdONa4RZ8gl,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",Tina,2-3 times per week,2-3 times per week,Once every few weeks,Less than once a month,2-3 times per week,Once every few weeks,Less than once a month,Less than once a month,2-3 times per week,Once a week,2-3 times per week,Less than once a month,Once a week,,"One where everyone is comfortable participating and giving their full input to the discussion. ","One where some people are reluctant to provide input because other members might be dismissive or unwilling to compromise on an idea or procedure. ","By creating an open and safe atmosphere at the beginning, it helps minimizing conflict later. ","To always be open to ideas from everyone, and to use a ""yes...and"" approach to discussion instead of saying no.","Avoiding coming across as pretentious or over-confident during group collaborations and discussions makes it more likely you will actually learn something. Keep a positive attitude and treat everyone with respect. ","How many times they contribute in a discssion, how many times they encourage someone else to participate, how many times they provide a new idea. ","The number of ideas/new thoughts produced by the end of the discussion; a higher quantity means the collaboration session was free-flowing and involved a lot of people. ","The kind of verbal cues that make someone speak up, or analyzing the body language of people who are less willing to participate. ","Study the impact of language, both verbal and non-verbal, on the number of people participating. ",,,"See examples of good collaboration sessions, see the types of language people use to convey openness to ideas. ",,11.466,31.009,2382.152,2,,,,,,,,,,,
2022-09-23 10:12:19,2022-09-25 16:54:42,IP Address,24.13.83.52,10,196943,False,2022-10-02 16:54:48,R_1DVd5CbMbij25jj,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-21 10:25:14,2022-09-26 10:59:58,IP Address,165.124.85.102,33,434084,False,2022-10-03 11:00:01,R_3oI6vMVBzUjPeB8,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student",Reny,2-3 times per week,Once a week,Once every few weeks,Once a month,2-3 times per week,Once a week,Once every few weeks,Once a month,At least daily,2-3 times per week,At least daily,At least daily,At least daily,N/A,"good discussion and solve the problem. Clear communication among the internal team is an obvious prerequisite for good collaboration. ","Not all team members contribute during meetings. Miscommunications occur frequently. Groupthink has become the norm.
","Get feedback from those involved and identify potential barriers. Prioritize a high-value activity to collaborate on. Firstly, identify what you want to achieve; then make it specific.",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 12:52:41,2022-09-26 12:52:55,IP Address,24.12.102.67,11,13,False,2022-10-03 12:52:55,R_21ajIYShoumJ8LD,,,,,,,anonymous,EN,I am a Masters student,First Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 12:51:30,2022-09-26 12:53:43,IP Address,24.12.189.117,24,133,False,2022-10-03 12:53:44,R_OdrWYQCmzhlrrsR,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",Hnyhf,Once a week,Once a week,Less than once a month,Less than once a month,Once a week,Once every few weeks,Less than once a month,Less than once a month,Once a week,Once a week,Once a week,Less than once a month,Less than once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 18:43:30,2022-09-26 18:59:28,IP Address,73.176.246.137,34,957,False,2022-10-03 18:59:32,R_2fe5DPTQJgfdcGZ,,,,,,,anonymous,EN,I am an undergraduate student,Third Year,"Yes, I am a Northwestern student",chinchilla,Once every few weeks,Once every few weeks,Less than once a month,Less than once a month,2-3 times per week,Once a month,Less than once a month,Less than once a month,2-3 times per week,Once a week,Once every few weeks,Once a month,Less than once a month,NA,"A good collaboration is when everyone feels like they're contributing and being heard. ","One person doing all the work or people feel like their opinions are not being heard/respected ","I feel like I stop speaking my opinions to the group and try to finish whatever we're doing as quickly as possible so I can leave ",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-26 20:07:21,2022-09-26 20:09:49,IP Address,73.51.41.31,24,148,False,2022-10-03 20:09:53,R_1re8bTI1os63OmS,,,,,,,anonymous,EN,I am a Masters student,Second Year,"Yes, I am a Northwestern student","Appledog ",Once a month,2-3 times per week,Less than once a month,Less than once a month,Once a month,2-3 times per week,Less than once a month,Less than once a month,Less than once a month,At least daily,Once every few weeks,Less than once a month,Less than once a month,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 09:21:53,2022-09-27 09:24:27,IP Address,165.124.85.43,34,153,False,2022-10-04 09:24:28,R_eKVAFmNmqXqYEVP,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",Alligator,2-3 times per week,Once a month,Less than once a month,Less than once a month,Once every few weeks,Less than once a month,Less than once a month,Less than once a month,2-3 times per week,2-3 times per week,Once a month,Once a month,Once every few weeks,,Working together to achieve a common goal and everyone benefitting as equally as possible,"When work isn't distributed evenly and fairly, meaning one person gets more benefit than others","Try to sort it out myself, and if truly necessary, try to get help from a teacher",,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 10:07:59,2022-09-27 10:08:23,IP Address,165.124.85.35,11,23,False,2022-10-04 10:08:28,R_2Tnvpjf6oDBpeLm,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-09-27 10:14:09,2022-09-27 10:14:35,IP Address,165.124.85.37,11,25,False,2022-10-04 10:14:35,R_32PA6CFPBP2aa3S,,,,,,,anonymous,EN,I am an undergraduate student,Second Year,"Yes, I am a Northwestern student",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
