ResponseId,Q19,Q51,Q52,Q57,Q55,Q58,Q59
R_XmGHr5iAHR74uHL,"improve collaboration and learning;  Effectively record points of view during discussions and collaborations, which can be used to facilitate communication and better collaboration.",Peer Evaluations,Instructor Evaluations,Ensure that groups know how each member is doing by integrating assessment throughout the project.,Allocate tasks properly,The result and review of cooperation,To improve and optimize the product
R_1Q6hWtKp6waEY5t,It is supposed to analyze different expressions within discussions. It can pick up on emotions and/or the tones that are going on in the discussion.,"Time and effort that said individual spent in the group. Also, measures of what they were actually able to accomplish and get done or what they were able to learn and communicate with the group.","Usually, the best way would be to see if the group is accomplishing the goal that they were set out to accomplish or at least making good progress towards that.","It is helpful to see that all group members are actively engaged in what the group is trying to accomplish. As in, everyone is talking or everyone is trying to do SOMETHING helpful.","As a part of the group, I would use this information to ensure that everyone feels like they are being included. I would also want to ensure I am not taking anything over on my own.",I would like to see the progress that was made on the project / assignment. I would also like to see how the group members felt about the collaboration overall.,You could use it to figure out whether groups need to be changed. You could also use it to inform a group about things they should be doing differently or people they should be trying to include.
R_AHUcntqFNdD9W5r,"The purpose and functionality of the data capture platform described in the video is to evaluate group discussions, and understand and classify the content.",The efforts they put in as compared to the other team members.,Efforts by the team members,"The efforts made by the team members, the team's way of considering inclusivity",In evaluating collaborations in real time,The metrics by which we characterize a good and bad collaboration,In evaluating collaborations in the future
R_YS4Pp7G5ihNGEtX,"It's a discussion facilitator that is like data visualization, which can help on research, group works. It can record real-time discussion, at the same time, abstract keywords from real-time discussion. In addition, it can analyze discussion datas by using machine learning tools. ","This participant's attitude, patience, responsibility are the most important.","Collaborators' responsibility, responsiveness, support are important, also collaborators need to understand that one group shares the same goal.","Such as GitHub contributions, each collaborators' records",GitHub's records can be used to check each collaborator's contribution,Meeting notes or weekly report from each person,"Check to see what each collaborator is doing, and going to do in the following week"
R_tJrMowcGWnvWbDz,"The data capture platform described in the video relies on audio recording of participant interaction. Using this recording, it presents a transcript and data regarding the collaborator discussion.",What parts/ideas they contributed to the project and how other group members felt about their collaboration,"Information that would be useful would most likely be group information about individual participation, as well as the overall outcome of the project.","Percentage of total project or individual tasks completed, chat for group to collaborate.",This real-time information would be used to evaluate progress and communicate with collaborators.,"After the collaboration, I would like to see individual opinions regarding the collaboration process as well as overall project success.",I would use this post-hoc information to recognize how the project was divided and to evaluate the goal of the collaboration.
R_urjQoayeecQDAsx,"The data capture platform uses machine learning to analyze conversations in real time. There are several metrics that are created for analysis, including a transcription of what was said, data diagrams, and measures such as emotional tone and analytic thinking. ","I don't think quantitative measurements are very effective here. Qualitative analysis is required to measure an individual's contributions to a group. You can observe their activity level in the group (are they paying attention, are they not paying attention, are they making attempts to participate, etc.).","The different ideas and thoughts that were shared, and the number of them that the group decided to proceed with can be a good measure of progress. Also, seeing whether the group is making progress on the overall project can be a good measure to see whether the collaborations are effective.","I would like to see a visual representation of all the thoughts and ideas presented (whether it be a Google doc, etc.). This can help to keep track of what is being shared, allowing people to ""go back"" and refer to points made earlier in the collaboration. This can foster more meaningful discussion.","I would use this real time information as a ""log"" of the thoughts and ideas shared throughout the collaboration. Using this ""log"", I can make connections between points made recently in the collaboration, and points made earlier on in the collaboration.","A summary of the points made, the amount of time each point was discussed. This can also be used to measure how substantive each point and idea was during the collaboration.",I would use it to identify the most important points made during the collaboration (points of emphasis). They can be a good indicator as to what steps to take moving forward.
R_2cbCKwDrZV1TWPT,It is a platform that allows educators to monitor discussions. Some functionalities include transcripting conversation and evaluating tone.,"I don't know how to quantify this. Things like hours of work relative to other group members or punctuality on meeting days/times could be useful, but it may be difficult to measure.","Having a system that rates the quality of collaboration would be helpful, especially for projects where you cannot choose your partner and therefore do not have as much confidence that you know the other student will hold up their side of the collaborative bargains.",How much time each individual is putting into their work,I would use this to redistribute workloads that may be unfair / identify when someone is struggling disproportionately with a certain task and needs assistance.,A graph of the time spent on the project by each person,To inform future divisions of labor in group settings.
R_vxy0jHZfaPRJqzn,"If I am not mistaken, the purpose of the platform is for people such as teachers to track different group discussions in larger settings where it would be difficult to otherwise.","To evaluate one's contributions, I would want to know what they did, how they did it, and why it was useful to the group.","To evaluate the collaboration quality, I would want to know how everyone in the group thinks the collaboration went.",I would like to see everyone putting in their best effort to provide ideas to one another.,"If you can see that not everyone is contributing in some way, I would want to find a way in which everyone feels at the very least comfortable with the group and the content they're working on",,
R_1LBQ5veJ0ndeSgk,report real time data from collaborative meetings.analyze emotions through transcription.use data to improve collaboration.,"The kind of information would be useful to me for evaluating an individual participant's contributions to a collaborative group would the number of times the person participates in group discussion or takes a leadership role, starts a new initiative , their engagement with the group discussion and the other members of the group as measured by their tone , emotion etc... ","The kind of information would be the outcomes of the collaboration , decisions made , documents, reports or anything produced etc","The kind of information would be the outcomes of the collaboration , decisions made , documents, reports or anything produced etc",,"The kind of information would be the outcomes of the collaboration , decisions made , documents, reports or anything produced etc","The kind of information would be the outcomes of the collaboration , decisions made , documents, reports or anything produced etc"
R_1LUq2wgii4Ffi68,"The purpose of the data capture platform described in the video is to be able to monitor the quality of collaborations. By analyzing the discussions taking place, the software can provide insights on to how well the group is working together and how it can be improved.","I think that a list of tasks that the individual has completed would be useful for evaluating the contributions, as I could see how much work they have contributed to the grouop.","The overall completed product/project's quality would be most likely affected by the collaboration quality at a group level, as it would be difficult to submit a finished product without a certain level of collaboration quality.","I would like to see a certain level of discussion during a collaboration session, as this would indicate how comfortable the group is with sharing ideas.",I would use this information to guide the group or lead their discussions in such a way that would benefit them. I would also make sure to make any changes to the group that I thought would be necessary.,I would like to get the individuals' opinions on if they felt like their voices/opinions/ideas were heard.,I would use this information to talk to the groups in order to make sure that they have good collaborations. I would also make any changes to the group that I see fit.
R_VJVqCzQkQr4eeo9,"To provide an audio transcript of the discussion. To capture and illustrate keywords covered in the discussion, to provide analytics such as tone and emotion of the discussion","The quality of ideas they bring, the type of questions they as and responses that they provide to their colleagues ","The diversity of ideas, how the seamlessly ideas are combined, the depth of understanding demonstrated","The number of collaborators, level of each collaborator activity quantified in percentages perhaps, the integration of different inputs into the collective task",To evaluate the level of engagement of every individual and to ensure the group incorporates every individuals input,"The number of collaborators, level of each collaborator activity quantified in percentages perhaps.",To understand how the final output was achieved by the individual contributors
R_2ypFzpi8cHfZhxs,Keywords can be extracted for topic extraction.  You can select different time periods to view information for that time period.  User behavior can be analyzed.,"How well this person's individual tasks are accomplished, and discuss whether this person is actively participating in the group.","The degree of contact of each person in the group prior to their work, and the evaluation within the group.","The level of activity in the group, and the percentage of each person in the group contributing.","The more active the group is, the more willing everyone is to cooperate.  The proportion of group members' contribution shows the rationality of the division of labor.","The level of activity in the group, and the percentage of each person in the group contributing.","The more active the group is, the more willing everyone is to cooperate.  The proportion of group members' contribution shows the rationality of the division of labor."
R_1H7SrSAm5uxibBd,Extracting information from paper or electronic documents. Converting information into data for key systems.,,,,,,
R_ptSvqTH60lWXWXD,"This platform is used to track the discussion information given a user-defined timeline. The discussion information contains communication intensity, captured keyword and tone analysis. These information helps people to evaluate their discussion from a statistical perspective.",Group survey can be a good choice.,The extent of engagement of every group member and the progress of the group project or work can help evaluate the collaboration quality.,I would like to see the average number of active communications per person.,I would use this to evalutae real-time collaboration quality and then encourage more people to involve into the collaboration.,I want to see the work performance or progress after every collaboration.,I would use this to evaluate how effective the collaboration is and then think about how we can improve for further collaboration.
R_3NKGx4NmChTHPXB,To track how the discussion progresses using features such as emotional tone and confusion. The data is captured using words from the discussion transcript.,"Number of times they attend group meetings, amount of work they have contributed to the overall group project and amount of time they have spent outside the group working on the team's project.","project milestones, and the amount of time it takes to reach these milestones. Each team member's satisfaction with the group.",Progress made with each group meeting,Keep track of the amount of work done,Reflections from team members,Provide feedback for the group members on how they can improve in their future collaborations
R_NWw3CtJdX1Z52Mh,"The data of cooperation can help us to improve ourselves to some extent, the data is presented in a very novel way, Real-time monitoring combined with Deep Learning makes for an exciting experience","Typically for programming, I will use some code analysis tools, which may help us find out which people did the most part, who contributed to which part and so on",The level of participation and discussion enthusiasm of each person,Possibly your own engagement metrics,I will adjust my status according to my level of participation,My own understanding of today's discussion knowledge and contribution to the discussion,Help me analyze my weaknesses and improve my cooperation skills
R_2uO2ZgUAWpjJwoa,It's a tool to record the collaboration. The audio data for each device are recorded and analysed.  ,The work the person did for the project. The idea the person gave to solve the problem. The effort the person put for the project.,The quality of the final product. The workload of each person. ,,,,
R_2qBEmMVZkvBRbTm,The platform analyzes several metrics of a discussion to provide real time feedback. ,Self evaluation of an individual's contribution in addition to peer reviews would be useful. ,Peer reviews about each group member's contribution to the work. would be useful. ,"I would like to see depth of the discussion, whether in class concepts are brought up, and inclusive language. ","I would use it to notice patterns in my personal collaboration, and then use that information to make improvements.","Metrics of the group as a whole, so all the metrics I described in the previous question but how it applies to the entire group.",I would use it to address group needs to improve upon next time. 
R_2X0wqMR8E3LjYBM,"It seems like the tool captures real time data on communication while collaboration is occuring. It records the users and identifies emotionality, highlights keywords etc.","I think its good to have a little information about their schedule and the amount of time they can commit to the project so you can decide on times to meet and also develop realistic expectations regarding what amount of work they can complete. I think its also important to have group members mention their relevant experience and willingness to learn, just so the team can gauge the individual skill sets and how they can best be utilized.","Communication is the best indicator of collaboration in my opinion. If a group is very communicative and members are able to articulate and explain their work to each other well, then that group is very likely to be able to collaborate really well. Level of commitment also impacts collaboration quality because it can be frustrating and difficult to work with group members who are not committed or interested in the work at all.","Metrics on communication would be helpful - how often each member communicates, how relevant/important these communications are, how well the other team members listen/understand etc.",I think these metrics could help the team direct and navigate their discussions better. If the metrics are demonstrating a lack of engagement or listening then they can redirect the conversation to try to keep people engaged with each other.,Probably similar information on the communications between group members. It would also be helpful to document each group members contributions and how they worked with one another to see if the group actually collaborated well.,This info could give insight into how much the group is actually collaborating and if these collaborations are skewed with individual team members not being engaged or not being listend to etc. This could help redirect the team and also help individuals better recognize their strengths and weaknesses during group work.
R_22XDHizetw0OZF8,The purpose of the platform is to capture and analyze audio from group discussions. From the audio it detects keywords and direction in order to inform on metrics such as emotional tone of the discussion.,"Amount of work contributed, whether they actively listen to others.",Amount of work completed and insights generated as a result of collaboration.,Ongoing work done by group members towards the project to be able to visualize who is contributing e.g. who is currently writing code,To evaluate collaboration quality and step in if there is an issue.,Summary information of work done by each member,To evaluate if collaboration was effective so that mistakes can be fixed or good collaboration can be continued.
R_xsVLZGqT8iXpvVf,This capture platform can generate the talking transcript. And it can analyze the emotions of people" talking transcript.,Ability to communicate effectively with group members.,Ability to communicate effectively with group members.,Problems encountered.,Group members can discuss together and find solutions to problems.,Ability to communicate effectively with group members.,Learn how to communicate effectively with group members to solve problems.
R_3GjtBruQMeSXHJM,The platform is meant to provide feedback about conversations had in an educational setting. It tracks what is said during the discussions and record things like the emotions be used.,having member of a group do peer evaluations might help to see how much everyone is contributing,If a group. takes way longer than average to complete a certain task maybe they aren't the best collaborators.,I might like to see the percentage of airtime of everyone in the group.,Seeing that some members are dominating the conversation or that some haven't had any airtime might point to issues with the collaboration.,I think an evaluation of the results of the colloboration would be good to know.,"If the results are satisfactory, that might suggest that things went well."
R_1Fnq1bphPQY5R6j,The data capture platform is very useful to learn about collaboration. It helps to better understand people's opinions.,An individual participant's contribution can be evaluated by tracking down the code commits or seeing the history of edits in Google Docs.,In order to evaluate the collaboration quality at a group level one can see the end product of the collaboration and also verify the end product with the requirements.,I would like to see information about logs of what all things different people in the team have contributed to.,"We can use the real time information to analyse and comprehend the work style, work time and the quality of work contributed by team members.",I would like to see information related to the results of the work.,The post-hoc information can be used to identify and solve the blockers.
R_2rOsT77UPT4E12W,The purpose is to monitor group activity and analyze the data that's captured. Part of what that entails is assessing the language used to gauge who's speaking and what the general tone of the session is. ,"Not super sure what this question is asking, but contribution in my mind can be either verbal or just generally if someone is meshing with the group and keeping things on track",I guess how well the group as a whole understands whatever they're working on after a collaboration session,Whether or not any participants have questions about the material before moving on as a group,Sometimes it isn't easy to speak up in a group setting if you don't understand something so this would allow help to be allocated accordingly ,Maybe like a survey of group members experiences and what might still not be clear,Going into the next collaboration we'd be able to improve upon any negative experiences or answer any lingering questions
R_1pFp8fvtkpcjilf,"The purpose of the data capture platform is to tag and categorize the words the appear during class discussions. It also recorded the direction of the sounds and scored the tone of the discussion. In addition, it provided a breakdown of time spent in silence, and time reserved for questions and discussion. ","I would consider how often they contributed during discussion, what percentage of the work they did, and whether they showed up on time to group meetings. ",I would consider whether an equitable amount of work was given to each person. ,I would like advice and recommendations about how to improve collaboration. ,I would use this real-time information to keep myself and my team in check about our priorities and our goals. ,I would like recommendations and advice for future collaborations. i ,I would use this post-hoc information to improve my collaboration skills in the future. 
R_86Z8snTct1JrRYd,"Seems to be an app that will record collaborative discussion and record the conversation, highlighting key words. You can see data from each speaker, as well as data from specific time frames. You can also see a full audio transcript as well as also get a rating of the speaker's tone","Attendance at group meetings, contributed work                                                                                                                                                         ","Real-time progress, status updates, reports                                                                                                                                                 ","Time spent working, progress being done on the work                                                                                                  ",Keep us on pace for deadlines                                                                                           ,Display of the work we completed                                                                                                                                                ,                                                                                                                                           
R_3hbCYcko2HM42bi,"The platform is used to track each team member's contribution within a group discussion. In addition, it prevents group member from being off-topic. The purpose is to evaluate contribution and keep the discussion on the right track.",How much content does the person contribute to the group. The willingness to share their past experiences. ,Being able to show up on time during the meeting. The quality of content that he or she contributes to the group.,,,,
R_2PkhDIkDZtmoGKU,"It records your discussion, labeling times where there was a lot of discussion or questions posed. It also provides an evolution of analytical, emotion, clout, etc. quality of the session.",Are they providing valuable insights in discussion? Are they showing up to meetings? Are they doing the worked scheduled in between meetings? ,Are people being respectful of each other? Is the group moving forward with ideas? Are tasks being delegated well? Are tasks being completed on time?  ," Actual task progress. Ideation and thoughtfulness in responses. A visualization of who is participating the most, so that we can have other people talk more. ",It would help with identifying and bolstering weak points in colalboration.,"How much people participated, a rating of how valuable the content of their participation was.",If I'm leading the discussion I can use it to direct questions towards people who are talking less in an effort to have them talk more during discussion.
R_3ssqH2wpnWqvcwj,"The platform provides a way for discussion facilitators/teachers to capture insights from student discussions, especially in large classrooms. facilitators can track specific keywords or even identify the time breakdown of the discussions (questions vs. silence).",Maybe a tasks board where we can clearly assign tasks and see live progress on them because sometimes people forget to update those boards.,Seeing our overall progress and how closer we are getting towards our goals.,"Task status, if there are any blockers stopping people, if my teammate is waiting on my work to be done or needs help, how closer we are getting towards those goals, the time we are taking to achieve those goals. ",I will understand how everyone is doing on their work and see if we need to re-allocate some tasks to maximize productivity/learning.,"Personal/professional milestones we have hit (both individually and on a group-level). What kind of skills did we develop, etc.",It will help me reflect on my experience and identify what I learned/accomplished
R_DjdPAMk2jDt2VkB,The data platform will capture different collaboration indicators and evaluate the quality of collaboration,I would evaluate how much work that team member is contributing in terms of meeting the overarching goal. ,We could see how much each member is contributing as well as what sorts of ideas they are contributing.,"The words that they are using, or the emotions that they are feeling. ",I would see how different emotions impact the level of and quality of collaboration. ,I would like to see peer reviews as to what each peer thought of the others. ,I would use it to see how each peer thought of themselves as well as how they thought of their teammates in terms of the collaboration.
R_VKlbo3dPZ2786Qx,analyzes the audio of the discussion and provides an analysis based on key words,the different segments of collaboration ,the different segments of collaboration ,the different segments of collaboration ,"see where we as a group can improve, I don't know if I would be seeing individual information about each person's collaboration data",maybe suggestions and advice on how to improve our collaboration  ,implement this feedback to future collaboration efforts
R_4SY241Pi4GzMsHT,It's purpose is to analyze classroom discussions and summarize key aspects of it. Some of these aspects include key terms and where the discussion is physically most active.,How often they speak and their contributions (i.e. writing and ideas).,To what extent physical work and ideas contributed by someone is original and relevant to the task at hand.,A similarity score between new contributions with past ones.,I would share it with the people I'm collaborating with as feedback of how well they are currently collaborating,Summary statistics of some kind related to the information gathered,I would let the people I'm collaborating with know what they can do to improve their collaborating and what they are doing well
R_2DUHjFmlETGa4fh,The platform captures audio from collaboration meetings and uses sentiment analysis to give real-time updates on how collaborators are doing. This allows teams to respond quickly to undesirable forms of communication.,"I would like to know the efforts that they have made towards contributing to the group in relation to their other responsibilities, as well as their intended investment into the group project. I would also like to know their educational background to determine if there is parity between the quality of their contributions and they skills and knowledge they possess. ","Unity between elements of the collaboration, individuals' satisfaction with the rest of the group","Anonymized satisfaction rating with the quality of work, consistency in style/quality of collaboration product parts between different members' contributions",To ensure the collaboration is producing a cohesive product that effectively draws on the combined strengths of members ,"Perception of others on consistency within the collaboration product, difference between an individual collaborator's rendition of the project and what was only accomplished through collaboration",To demonstrate the value and evaluate the influences of collaboration on the product
R_3ffo7dFx4De5Ltd,The purpose of the platform is to get collaboration data in real time. It has various functions such as being able to show the emotionality of the things being said as well as keywords that come up in the discussion.,"How much of the work they did, how long they stayed on-topic, whether they were actively contributing vs just following directions.","Whether everyone is contributing equally, the quality of the product that they produce, and how time-efficient they were as well as how well the group stayed on track.",Whether everyone is actively participating and staying on track.,"If some people are participating less they can be encouraged to participate more, and if the group is off-track that could be a cue to shift gears.","The quality of the product they produce, how long it took to create the project, and how much work each person put into it.","Come up with ways to be more time-efficient or improve the quality of the work, as well as learn who may need to participate more next time around."
R_1rvLQrB9kc4nXCQ,BLINC is used to encourage collaboration. This is important so we can learn how we work best. The platform gives quantitative ways of doing this.,"Seeing the work produced, seeing how much they contributed to the idea process",Seeing the distribution of people who have talked," Percentages of the people who have talked, but its also more valuable sometimes to see a summary of what each person has said (just because you talk a lot doesn't necessarily mean you are collaborating)",Encouraging others to speak up to share their ideas,Summary of what was talked about,Go back and see what has been said so that we remember everything that happened in the meeting.
R_YaeXUIcRneUGTNn,Aiding in providing information on collaborative affairs (especially within the classroom) through a data-driven approach,"It'd be helpful to know about their learning style (whether they talk or listen more) and to then think about their contributions accordingly (collaboration isn't just measured by how many people speak, often its by how much people listen, digest, and move forward with new information) ",I'm honestly not quite sure - perhaps the end result? Iterations of the project or product itself? Self-evaluations so that each group member could rate their satisfaction with the collaborative activity?,I'm not quite sure if I'm being honest. I'm more of a listener myself and I can't think of anything that can be measured and still value/include the importance of listening (not necessarily taking up airtime) in a collaborative exercise.,"As a student, I don't believe I would use any real-time information on my collaborative efforts during a group session. ","Again, as a student I don't think this necessarily applies to me (at least personally). ","I honestly don't think I would use that information, it would be more helpful for instructors. "
R_1K3zydUySxJfwpa,The platform facilitates discussion sections in classes. It helps Professors and students to better engage and analyze the content of the discussions.,"How others perceive their collaboration, how they felt about their own collaboration",Performance and behaviors during the collaboration,,,,
R_1M0BwbF3qDSC4dt,,,,,,,
R_2U9FLeshtIGBk8T,,,,,,,
R_3m1BR6GM1JzCG0p,,,,,,,
R_3kbKxx2OU1fkTEV,,,,,,,
R_3g7oG4vyZYuZL9O,,,,,,,
R_1gAaJhuipH6HrM1,,"Not just the knowledge that the individual provides, but thought-provoking questions that the individual may have.",A deeper group understanding of the course material.,Guided walkthroughs have always been helpful to me as I can do while I see and have it explained all at the same time.,To deepen my own understanding of the course material.,Exercises the reinforce the material that I was just walk-through’d with.,I would use this information to deepen my learning of the material.
R_2EaSZ011MU1vZhh,I understand how this information might be useful for supporting learning but I am concerned about how I could be represented by data.,"One's enthusiasm, one's willingness, instead of one's efforts. Attitude is what I value.","The progress that the group has made, whether members in the group are working towards a common goal.","Sorry, I don't really understand this question, so I think it will leave it here.","Sorry, I don't really understand this question, so I think it will leave it here.","Sorry, I don't really understand this question, so I think it will leave it here.","Sorry, I don't really understand this question, so I think it will leave it here."
R_2ZVtrjsSX9r4NL2,,,,,,,
R_CkLGiejByx9H0qt,,,,,,,
R_ysfhm9KAzDY2sLv,,,,,,,
R_3lrYNJ81VvW7f8d,,,,,,,
R_899SRvo7KlNwdZn,It gives insight on collaboration and group dynamics. It displays analytics ,"effort, amount of thought/quality that went into the work (e.g. a person might write a paragraph on a very difficult subject, and i would probably view it equally to writing a whole essay on a much easier subject.)","seamlessness (do ideas blend together to be cohesive?), thoughtfulness, group dynamic (does the group seem like they want to kill each other? or are they stronger than when they first met?)",i have no idea what this question is asking,same as above,what is collaboration-quality,"i have no idea what you are asking, also why would you say ""post-hoc"", as if every single participant would know what that means..."
R_3KusrVaJQY0Mcjn,,,,,,,
R_1mzvSw9RV9xH2pb,,,,,,,
R_3sAZhUuCXvXCObr,,,,,,,
R_QnWrtHPr3slIBdn,,,,,,,
R_3Mxprrjm58uv1y1,,,,,,,
R_ugjLzyh8wlgS533,,,,,,,
R_eb1JBMrC4KRxz5T,,,,,,,
R_1AmIUcLO1FlwJGN,,,,,,,
R_28Ngp0gHSTJUSMI,,,,,,,
R_r13o83nmqxZTp2F,,,,,,,
R_3FXxl2DMQg8ldYf,,,,,,,
R_12tN2iNcZhDLpWz,,How much efforts and time commitment one has put to the teamwork.,How much do I learn from the team effort compared to me doing all the works alone.,The overall progress overtime.,To adjust my pace in the process of collaboration. ,The feedbacks from the team members.,"To adjust the strategy for collaborating, like how to be more efficient in term of communication, etc."
R_xDFYc7WXCYuxeRr,,,,,,,
R_3iyd3iNSySr89lf,,,,,,,
R_Raax7XXWYlQtavv,,,,,,,
R_24GcMHYKxsLJQP7,,,,,,,
R_2Bn51DWplQouPCt,"The purpose is to provide instructors with real time metrics to track how in class discussions are going. Metrics include things like the emotional tone of the discussion, keywords, etc. so the instructor can verify that discussions are going as planned without being present for all of them.","Software tracking contributions (like google docs edit history), in addition to peer reviews",Peer feedback as well as whether or not the end product is good,Maybe talking percentage to see how long someone dominates the conversation,"If someone is talking a consistently low percent of the time, encourage them to speak up",Information on how satisfied everyone felt with the experience,Figure out what to do better next time or if things are good as they are
R_2QixqCU30ELSWdn,,,,,,,
R_CaxgHCMzabwXKgx,,,,,,,
R_42x9qJNLvJOnixP,,,,,,,
R_AEFBDph4rifs4Vj,,,,,,,
R_2WMvPyytA7K5kJ4,,,,,,,
R_2zHekmtccOV3X0Z,,I feel like this is a sort of tricky question because it's often not enough to simply look at the raw amount of work someone has done relative to their teammates. This may occasionally be a useful metric but another option could be the amount of time spent doing work for the group (although this may very well be even worse than the aforementioned metric - perhaps a mixture of these would lead to a better metric).,"I feel that collaboration quality is directly correlated with long-term quality of the group's work. In the short-term, a single group member could be carrying the group's output (which is obviously poor collaboration quality). However, this is not a sustainable practice and that will be reflected in the long-term output.",I think the number of time each person is putting into their work? I'm not really too sure.,This information could be used to do on-the-fly analysis of which group members are putting effort into their work.,I would like to see a metric that includes both the net amount of time someone put into their work and the total amount of output that person had.,"You could see some more interesting analyses. For example, if someone put a lot of time in but accomplished nothing, perhaps they needed some help getting past something they're stumped on."
R_3GwRNm6P7DQofy0,,,,,,,
R_2aJG418vpHYEyAn,The data capture platform is very useful for monitoring the collaboration of members in different teams. One can also keep a track of the work done by different members of the team through that platform.,The quantity of the work done by each individual participant should be taken into account.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.,The real-time information will be useful in evaluating the end result.,The information about logs and git commits would be nice to have for collaboration-quality.,The result or the end product of the work can be a useful measure for evaluating collaboration quality at a group level.
R_9XBAOST6udTAFMd,,,,,,,
R_Do7cLefkTQKtMTT,,,,,,,
R_2VwnlVyKWrnjlu2,,,,,,,
R_3FKIUfBa6ZFdVE7,,,,,,,
R_3fiOFzXttHho3XF,,,,,,,
R_6R1K3KS7H5jBanv,,,,,,,
R_2qx8veHv4i3ZnvI,,,,,,,
R_3lEnRzTR9SZZM0A,,,,,,,
R_1FgO9K1Q71KUk3r,,,,,,,
R_22mIckzFeAKP6aB,,,,,,,
R_2ZP0NWLucDu21uo,,,,,,,
R_2VmBkygCs9EJszI,,,,,,,
R_2SAKvA2YfTF6iXa,,Their time management skills and leadership skills when implementing something as a collaboration.,Discussing different technical specifications and characteristics of different applications that use the same technology,Collaboration based on different technical designs or different characteristics needed in making an application better are some things I would like to see done in real time especially in the field of ADAS systems and robotics.,I would use it to make designs that are more aligned to my field of choice. It could be from a block diagram to a new idea of making some specific project.,"After the collaboration, exchange of ideas on how to make the application yield better results such as boosting the accuracy using the adaboost classifier.","After that I would try to use that information and would try to implement it, if it works then I would stop there, if it does not then I move on I check for some different way to make my application better. Perhaps checking on different research paper by creating a literature review of papers and comparing results."
R_zeac9mPklu3yD9n,,,,,,,
R_tMt9lDfAgkH7Nw5,,,,,,,
R_VKkymuj6ejFLEM9,,Specific examples of things they helped to create. ,Communication level. How many tasks were completed entirely individually versus with support. ,Number of messages or exchanges between the group.,I would compare this to survey responses on how well they collaborated. My guess is that there's a linear relationship. ,Survey responses on how well they collaborated.,I would compare this to the number of messages or exchanges between the group. My guess is that there's a linear relationship. 
R_1LNoxW1bXXR9ij2,,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd,asdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasdasdfasdfasdfasdfadsfasd
R_xsjVhQLew2cZoDn,,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?,What are some things you have been taught about collaboration and collaborating?
R_1KsbJPldxvVLd4I,The data capture platform uses words and audio to analyse collaboration in a team,How much do they contribute in reference to others,The results that the group produces at the end,Constant back and forth between various individuals in the group and everyone participating,To gauge the level of interaction and involvement by the group members,The results that the group produces at the end,To try and make some improvements on the collaboration
R_1HiYc1s9NaUDUFd,,,,,,,
R_pnl6Y1zWvO0zNXb,,,,,,,
R_2QheVLXH1GPtEah,,,,,,,
R_2uVywdONa4RZ8gl,,"How many times they contribute in a discssion, how many times they encourage someone else to participate, how many times they provide a new idea. ",The number of ideas/new thoughts produced by the end of the discussion; a higher quantity means the collaboration session was free-flowing and involved a lot of people. ,"The kind of verbal cues that make someone speak up, or analyzing the body language of people who are less willing to participate. ","Study the impact of language, both verbal and non-verbal, on the number of people participating. ",,
R_1DVd5CbMbij25jj,,,,,,,
R_3oI6vMVBzUjPeB8,,,,,,,
R_21ajIYShoumJ8LD,,,,,,,
R_OdrWYQCmzhlrrsR,,,,,,,
R_2fe5DPTQJgfdcGZ,,,,,,,
R_1re8bTI1os63OmS,,,,,,,
R_eKVAFmNmqXqYEVP,,,,,,,
R_2Tnvpjf6oDBpeLm,,,,,,,
R_32PA6CFPBP2aa3S,,,,,,,
R_3RqK9hNGUUiOITx,,,,,,,
R_2ByNBCXUAOXavPw,,,,,,,
R_DIXR4qTtxbJLmed,,,,,,,
R_1jYPQFF9GBYb3pb,,,,,,,
R_3rJ0zCDfuHqyhOY,,,,,,,
R_1LM5GyxO1ls7C6s,,,,,,,
R_31GgBQ5HLmMSJfy,,,,,,,
R_6nDH3bAvfkFMfmx,,,,,,,
R_1ohhsJzc4DdkEnV,,,,,,,
R_XScLwkcoO5VEjgB,,,,,,,
R_ebUHGAxJtxFECVH,,,,,,,
R_2aIvX636vVXyhVf,The data capture platform could analyze content in different adjustable sections. It can also show critical parts below for visualization and detailed analyzed for pre-set sections.,,,,,,
R_21AntFOkkfuCm5I,,,,,,,
